"simulated_health_index","simulated_expenditure","health_threshold","claims","premium","profit"
-75.1183711040471,-12776.923840643,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.3060543851655,-12747.0670585465,-75.099144807973,0,92.5791682531278,92.5791682531278
-76.3342540356021,-13021.3471960414,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.4781191720957,-12638.2095149915,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.5124275124127,-12680.6641138171,-75.099144807973,0,92.5791682531278,92.5791682531278
-76.4224520199025,-12825.1389634974,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.7030019258575,-12930.2915488757,-75.099144807973,0,92.5791682531278,92.5791682531278
-74.713493123561,-12486.7819614687,-75.099144807973,92.6528171799822,92.5791682531278,-0.0736489268544176
-75.0456668672753,-12592.1780918164,-75.099144807973,12.8480752526233,92.5791682531278,79.7310930005044
-75.1839405518323,-12625.8380535721,-75.099144807973,0,92.5791682531278,92.5791682531278
-76.1417570901946,-12830.6373345681,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.6442950199148,-12918.4456238932,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.6684722554063,-12722.5791843341,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.5027234247428,-12756.3914236227,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.1214872525316,-12631.1418429773,-75.099144807973,0,92.5791682531278,92.5791682531278
-76.4636538281709,-13005.5084703977,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.7256947982328,-12721.8032661563,-75.099144807973,0,92.5791682531278,92.5791682531278
-74.3122480543544,-12359.2994402472,-75.099144807973,189.051945056863,92.5791682531278,-96.4727768037355
-75.8393030439053,-12839.0218777048,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.169413387816,-12633.3825332927,-75.099144807973,0,92.5791682531278,92.5791682531278
-74.8276881208023,-12417.5050755126,-75.099144807973,65.2174690927431,92.5791682531278,27.3616991603847
-75.3148602314243,-12898.6297766391,-75.099144807973,0,92.5791682531278,92.5791682531278
-74.8514738813702,-12573.2924521238,-75.099144807973,59.502940116311,92.5791682531278,33.0762281368168
-75.0223110154074,-12451.4867472983,-75.099144807973,18.4593186638874,92.5791682531278,74.1198495892403
-75.0809796759409,-12675.5565809661,-75.099144807973,4.36417297070064,92.5791682531278,88.2149952824271
-74.4729206346193,-12569.815425718,-75.099144807973,150.450357648217,92.5791682531278,-57.8711893950897
-75.9182810790005,-12817.9277447843,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.5270159154184,-12825.7241649339,-75.099144807973,0,92.5791682531278,92.5791682531278
-74.7855736357624,-12725.1157043443,-75.099144807973,75.3354741235798,92.5791682531278,17.243694129548
-76.1596200795181,-12944.5041151034,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.6837792130925,-13006.1938237191,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.2693758679521,-12771.6610000169,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.952353930417,-12810.426826073,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.9428973607818,-12772.1405621708,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.9113531111123,-12836.7123191447,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.834753215494,-12826.4028332181,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.7572253340742,-12808.1985897245,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.404554429362,-12663.0343461556,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.2629466606051,-12829.1746113092,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.2192636441322,-12702.1745509509,-75.099144807973,0,92.5791682531278,92.5791682531278
-75.0395136101043,-12544.6488119962,-75.099144807973,14.3263952879476,92.5791682531278,78.2527729651801
